Timestamp,Position_X,Position_Y,Position_Z,Rotation_X,Rotation_Y,Rotation_Z,Speed,Steering_Input,Throttle_Input,Brake_Input,WheelRPM_FL,WheelRPM_FR,WheelRPM_RL,WheelRPM_RR,MotorTorque_FL,MotorTorque_FR,MotorTorque_RL,MotorTorque_RR,BrakeTorque_FL,BrakeTorque_FR,BrakeTorque_RL,BrakeTorque_RR,Action
0,-2.384116,0,218.8974,0,179.6102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maintain Speed
20,-2.384115,0.5288149,218.8974,0.000299925,179.6111,0.000210809,0.3327267,0,0,0,-0.0401573,-0.04015732,-0.0401573,-0.0401573,0,0,0,0,0,0,0,0,Maintain Speed
40,-2.384117,0.5406566,218.8976,359.9757,179.6112,0.000181777,0.5921631,0,0,0,0.07940508,0.06005506,0.07940506,0.06005507,0,0,0,0,0,0,0,0,Maintain Speed
60,-2.384119,0.5561389,218.8979,359.9466,179.6112,0.000153613,0.7741889,0,0,0,0.0506355,0.0496786,0.05063549,0.0496786,0,0,0,0,0,0,0,0,Maintain Speed
80,-2.384121,0.5740109,218.8982,359.9167,179.6112,0.000123492,0.8936781,0,0,0,0.02690319,0.02665108,0.02690319,0.02665106,0,0,0,0,0,0,0,0,Maintain Speed
99.99999,-2.384123,0.5930868,218.8985,359.8895,179.6112,9.24E-05,0.9538572,0,0,0,0.005585449,0.005563264,0.005585452,0.005563268,0,0,0,0,0,0,0,0,Maintain Speed
120,-2.384125,0.6122924,218.8987,359.8676,179.6112,6.12E-05,0.9603161,0,0,0,-0.01608996,-0.01589133,-0.01608997,-0.01589133,0,0,0,0,0,0,0,0,Maintain Speed
140,-2.384126,0.6306998,218.8988,359.8531,179.6112,3.13E-05,0.9203889,0,0,0,-0.03997095,-0.03957323,-0.03997094,-0.03957324,0,0,0,0,0,0,0,0,Maintain Speed
160,-2.384127,0.6475511,218.8989,359.8474,179.6111,2.92E-06,0.8425718,0,0,0,-0.06631999,-0.06576838,-0.06631999,-0.06576838,0,0,0,0,0,0,0,0,Maintain Speed
180,-2.384127,0.66227,218.8988,359.851,179.6111,-2.29E-05,0.7359456,0,0,0,-0.09378278,-0.09313808,-0.09378278,-0.09313808,0,0,0,0,0,0,0,0,Maintain Speed
200,-2.384126,0.6744632,218.8987,359.8639,179.6111,-4.50E-05,0.6096716,0,0,0,-0.11988,-0.1192075,-0.11988,-0.1192075,0,0,0,0,0,0,0,0,Maintain Speed
220,-2.384125,0.6839128,218.8985,359.8851,179.6111,-6.34E-05,0.4725392,0,0,0,-0.1415495,-0.140908,-0.1415495,-0.140908,0,0,0,0,0,0,0,0,Maintain Speed
240,-2.384124,0.6905619,218.8982,359.9134,179.6111,-7.77E-05,0.3326173,0,0,0,-0.1559837,-0.1554185,-0.1559837,-0.1554185,0,0,0,0,0,0,0,0,Maintain Speed
260,-2.384122,0.6944944,218.8979,359.9471,179.611,-8.79E-05,0.1970231,0,0,0,-0.1611925,-0.1607324,-0.1611925,-0.1607324,0,0,0,0,0,0,0,0,Maintain Speed
280,-2.38412,0.6959109,218.8976,359.9844,179.611,-9.46E-05,0.07217022,0,0,0,-0.1562785,-0.1559368,-0.1562785,-0.1559368,0,0,0,0,0,0,0,0,Maintain Speed
300,-2.384117,0.6951026,218.8972,0.02317586,179.611,-9.78E-05,0.04292657,0,0,0,-0.1417013,-0.1414798,-0.1417012,-0.1414798,0,0,0,0,0,0,0,0,Maintain Speed
320,-2.384115,0.6924242,218.8968,0.06144965,179.611,-9.77E-05,0.1346743,0,0,0,-0.1188152,-0.1187082,-0.1188151,-0.1187082,0,0,0,0,0,0,0,0,Maintain Speed
340,-2.384112,0.688269,218.8965,0.09738323,179.611,-9.50E-05,0.2081913,0,0,0,-0.08995041,-0.08994955,-0.08995041,-0.08994956,0,0,0,0,0,0,0,0,Maintain Speed
360,-2.38411,0.6830438,218.8961,0.1293534,179.611,-9.01E-05,0.2615266,0,0,0,-0.05774452,-0.05783978,-0.0577445,-0.05783977,0,0,0,0,0,0,0,0,Maintain Speed
380,-2.384108,0.6771483,218.8959,0.1560288,179.611,-8.31E-05,0.2949353,0,0,0,-0.02486313,-0.02504446,-0.02486312,-0.02504445,0,0,0,0,0,0,0,0,Maintain Speed
400,-2.384107,0.670957,218.8957,0.1764145,179.6111,-7.46E-05,0.3096512,0,0,0,0.006306169,0.006048856,0.006306183,0.006048847,0,0,0,0,0,0,0,0,Maintain Speed
420,-2.384106,0.6648051,218.8956,0.1898707,179.6111,-6.48E-05,0.3076355,0,0,0,0.03391184,0.03358986,0.03391182,0.03358986,0,0,0,0,0,0,0,0,Maintain Speed
440,-2.384105,0.6589779,218.8955,0.1961139,179.6111,-5.43E-05,0.2913682,0,0,0,0.05670934,0.05633522,0.05670934,0.05633522,0,0,0,0,0,0,0,0,Maintain Speed
460,-2.384105,0.6537049,218.8955,0.1951996,179.6111,-4.38E-05,0.2636505,0,0,0,0.07409548,0.07368367,0.07409548,0.07368367,0,0,0,0,0,0,0,0,Maintain Speed
480,-2.384105,0.6491565,218.8956,0.1874906,179.6111,-3.30E-05,0.2274387,0,0,0,0.08601218,0.08557925,0.08601218,0.08557925,0,0,0,0,0,0,0,0,Maintain Speed
500,-2.384106,0.6454446,218.8957,0.1736194,179.6112,-2.26E-05,0.185673,0,0,0,0.09274894,0.09231286,0.09274894,0.09231286,0,0,0,0,0,0,0,0,Maintain Speed
520,-2.384108,0.6426253,218.8959,0.1544361,179.6112,-1.29E-05,0.141153,0,0,0,0.09492121,0.09450138,0.09492121,0.09450138,0,0,0,0,0,0,0,0,Maintain Speed
539.9999,-2.384109,0.6407046,218.8961,0.1309564,179.6112,-3.91E-06,0.09644237,0,0,0,0.09320951,0.09282491,0.09320952,0.09282492,0,0,0,0,0,0,0,0,Maintain Speed
560,-2.38411,0.639645,218.8964,0.1043052,179.6112,4.03E-06,0.053919,0,0,0,0.08834367,0.08801198,0.08834366,0.08801199,0,0,0,0,0,0,0,0,Maintain Speed
580,-2.384112,0.6393735,218.8967,0.07566112,179.6112,1.06E-05,0.01730307,0,0,0,0.08097202,0.08070827,0.08097201,0.08070828,0,0,0,0,0,0,0,0,Maintain Speed
599.9999,-2.384114,0.6397903,218.8969,0.04620417,179.6112,1.59E-05,0.0235697,0,0,0,0.07167502,0.07149024,0.07167503,0.07149022,0,0,0,0,0,0,0,0,Maintain Speed
620,-2.384116,0.640777,218.8972,0.01706674,179.6112,1.98E-05,0.05052428,0,0,0,0.06092734,0.06082786,0.06092733,0.06082787,0,0,0,0,0,0,0,0,Maintain Speed
640,-2.384118,0.6422054,218.8975,359.9893,179.6112,2.25E-05,0.07217192,0,0,0,0.04915082,0.0491378,0.04915084,0.04913779,0,0,0,0,0,0,0,0,Maintain Speed
659.9999,-2.38412,0.6439446,218.8977,359.9638,179.6112,2.39E-05,0.08747957,0,0,0,0.03671797,0.03678717,0.03671796,0.03678717,0,0,0,0,0,0,0,0,Maintain Speed
680,-2.384121,0.6458676,218.8979,359.9413,179.6112,2.42E-05,0.09651545,0,0,0,0.02398694,0.02412944,0.02398694,0.02412945,0,0,0,0,0,0,0,0,Maintain Speed
700,-2.384122,0.6478569,218.8981,359.9225,179.6112,2.35E-05,0.09971672,0,0,0,0.01130982,0.01151283,0.01130981,0.01151282,0,0,0,0,0,0,0,0,Maintain Speed
719.9999,-2.384123,0.6498088,218.8983,359.9077,179.6112,2.18E-05,0.09775217,0,0,0,-0.000943053,-0.000694853,-0.000943054,-0.000694854,0,0,0,0,0,0,0,0,Maintain Speed
740,-2.384124,0.6516361,218.8984,359.8971,179.6112,1.93E-05,0.09145017,0,0,0,-0.01239334,-0.0121165,-0.01239334,-0.0121165,0,0,0,0,0,0,0,0,Maintain Speed
760,-2.384124,0.6532699,218.8984,359.8908,179.6112,1.58E-05,0.08172823,0,0,0,-0.02266434,-0.02237511,-0.02266433,-0.02237511,0,0,0,0,0,0,0,0,Maintain Speed
780,-2.384125,0.6546606,218.8984,359.8887,179.6111,1.21E-05,0.06954291,0,0,0,-0.03144828,-0.0311616,-0.03144828,-0.0311616,0,0,0,0,0,0,0,0,Maintain Speed
799.9999,-2.384125,0.6557772,218.8984,359.8905,179.6111,8.12E-06,0.05583262,0,0,0,-0.03846369,-0.03819221,-0.03846369,-0.03819221,0,0,0,0,0,0,0,0,Maintain Speed
820,-2.384124,0.6566061,218.8984,359.8958,179.6111,3.91E-06,0.04148548,0,0,0,-0.04353726,-0.04329097,-0.04353727,-0.04329097,0,0,0,0,0,0,0,0,Maintain Speed
840,-2.384124,0.6571491,218.8983,359.9041,179.6111,-6.20E-08,0.02732783,0,0,0,-0.04656102,-0.04634697,-0.04656103,-0.04634697,0,0,0,0,0,0,0,0,Maintain Speed
859.9999,-2.384123,0.6574217,218.8982,359.9149,179.6111,-3.92E-06,0.0142068,0,0,0,-0.04757056,-0.04739312,-0.04757056,-0.04739311,0,0,0,0,0,0,0,0,Maintain Speed
880,-2.384122,0.6574498,218.8981,359.9276,179.6111,-7.53E-06,0.004925947,0,0,0,-0.04664738,-0.04650841,-0.04664739,-0.04650842,0,0,0,0,0,0,0,0,Maintain Speed
900,-2.384121,0.6572673,218.8979,359.9415,179.6111,-1.06E-05,0.0105061,0,0,0,-0.04399528,-0.04389479,-0.04399528,-0.04389479,0,0,0,0,0,0,0,0,Maintain Speed
919.9999,-2.38412,0.656913,218.8978,359.9562,179.6111,-1.35E-05,0.01853387,0,0,0,-0.03988414,-0.03982065,-0.03988414,-0.03982065,0,0,0,0,0,0,0,0,Maintain Speed
940,-2.384119,0.6564288,218.8976,359.9709,179.6111,-1.57E-05,0.02483373,0,0,0,-0.03459566,-0.03456661,-0.03459567,-0.03456662,0,0,0,0,0,0,0,0,Maintain Speed
960,-2.384118,0.6558562,218.8975,359.9853,179.6111,-1.76E-05,0.02912959,0,0,0,-0.02848862,-0.02849087,-0.02848862,-0.02849087,0,0,0,0,0,0,0,0,Maintain Speed
979.9999,-2.384117,0.6552352,218.8974,-0.001143625,179.6111,-1.91E-05,0.03145665,0,0,0,-0.02187142,-0.02190132,-0.02187142,-0.02190131,0,0,0,0,0,0,0,0,Maintain Speed
1000,-2.384116,0.6546025,218.8972,0.01118017,179.6111,-1.97E-05,0.0319699,0,0,0,-0.01506518,-0.01511892,-0.01506517,-0.01511893,0,0,0,0,0,0,0,0,Maintain Speed
1020,-2.384116,0.6539898,218.8972,0.02199495,179.6111,-2.05E-05,0.03089863,0,0,0,-0.008337722,-0.008439471,-0.008337716,-0.008439476,0,0,0,0,0,0,0,0,Maintain Speed
1040,-2.384115,0.6534235,218.8971,0.03108614,179.6111,-2.10E-05,0.02851584,0,0,0,-0.001979223,-0.002027182,-0.001979227,-0.002027186,0,0,0,0,0,0,0,0,Maintain Speed
1060,-2.384115,0.6529239,218.897,0.03832082,179.6111,-2.09E-05,0.02512226,0,0,0,0.00386317,0.00381441,0.003863172,0.003814412,0,0,0,0,0,0,0,0,Maintain Speed
1080,-2.384114,0.6525053,218.8969,0.04364295,179.6111,-2.04E-05,0.02102621,0,0,0,0.009045023,0.008992638,0.009045018,0.008992639,0,0,0,0,0,0,0,0,Maintain Speed
1100,-2.384114,0.652176,218.8969,0.04706647,179.6111,-1.97E-05,0.01651658,0,0,0,0.0134595,0.01340498,0.0134595,0.01340498,0,0,0,0,0,0,0,0,Maintain Speed
1120,-2.384114,0.6519387,218.8969,0.0486689,179.6111,-1.88E-05,0.01187532,0,0,0,0.01704137,0.01698646,0.01704137,0.01698646,0,0,0,0,0,0,0,0,Maintain Speed
1140,-2.384114,0.6517918,218.8969,0.04858057,179.6111,-1.75E-05,0.007350165,0,0.0712374,0,0.01977658,0.01972303,0.01977658,0.01972303,0,0,0,0,0,0,0,0,Maintain Speed
1160,-2.384114,0.6517289,218.8969,0.04697568,179.6111,-1.62E-05,0.003196293,0,0.1187619,0,0.02166705,0.0216164,0.02166705,0.0216164,0,0,0,0,0,0,0,0,Maintain Speed
1180,-2.384114,0.651741,218.8968,0.04123675,179.6111,-1.46E-05,0.003627224,0,0.1745889,0,-0.3270283,-0.326566,8.152417,8.109842,0,0,178.1256,178.1256,0,0,0,0,Speed Up
1200,-2.38411,0.6518155,218.8963,0.01588489,179.611,-1.30E-05,0.03250231,0,0.2390184,0,1.618509,1.621843,1.77327,1.472968,0,0,332.3136,332.3136,0,0,0,0,Speed Up
1220,-2.384104,0.6519378,218.8954,359.9853,179.6185,-1.50E-05,0.04539476,0,0.2950038,0,1.622784,1.861173,11.90769,33.26112,0,0,498.1872,498.1872,0,0,0,0,Speed Up
1240,-2.38409,0.6520938,218.8934,359.9144,179.6078,-3.84E-05,0.1112425,0,0.3614829,0,2.866012,3.079247,17.14636,-12.44804,0,0,652.6832,652.6832,0,0,0,0,Speed Up
1260,-2.384069,0.6522645,218.8903,359.8229,179.6192,-4.65E-06,0.1616266,0,0.4210142,0,4.618833,4.376322,-8.133081,24.27086,0,0,828.4536,828.4536,0,0,0,0,Speed Up
1280,-2.384042,0.6524352,218.8862,359.713,179.6184,-6.34E-06,0.2162152,0,0.4736357,0,6.649386,6.453415,20.67158,20.21266,0,0,993.6784,993.6784,0,0,0,0,Speed Up
1300,-2.384007,0.6525922,218.8812,359.5947,179.6191,-5.95E-05,0.2660632,0,0.5349518,0,7.721757,7.701692,46.61497,47.90453,0,0,1135.296,1135.296,0,0,0,0,Speed Up
1320,-2.383962,0.6527255,218.8746,359.4504,179.6198,-5.37E-05,0.3469962,0,0.5931469,0,10.07958,10.05881,53.26062,54.93367,0,0,1292.133,1292.133,0,0,0,0,Speed Up
1340,-2.383908,0.652823,218.8663,359.2881,179.6204,-2.46E-05,0.4298096,0,0.6595543,0,12.39962,12.37833,68.02087,70.16132,0,0,1447.56,1447.56,0,0,0,0,Speed Up
1360,-2.383842,0.6528777,218.8564,359.1145,179.6209,1.32E-05,0.5133809,0,0.7146052,0,14.65304,14.63455,92.24989,94.49456,0,0,1600,1600,0,0,0,0,Speed Up
1380,-2.383766,0.6528853,218.8448,358.9357,179.6213,5.08E-05,0.5985017,0,0.7790332,0,16.86943,16.85474,114.7747,117.0064,0,0,1600,1600,0,0,0,0,Speed Up
1400,-2.383679,0.6528444,218.8315,358.757,179.6217,8.46E-05,0.6852333,0,0.8421518,0,19.06153,19.04966,135.47,137.6893,0,0,1600,1600,0,0,0,0,Speed Up
1420,-2.38358,0.6527565,218.8165,358.5833,179.6219,0.000112127,0.7734582,0,0.8943889,0,21.23326,21.22355,154.4494,156.6567,0,0,1600,1600,0,0,0,0,Speed Up
1440,-2.383469,0.6526261,218.7995,358.4185,179.6222,0.000133126,0.8630317,0,0.9582118,0,23.38879,23.38073,171.8513,174.0469,0,0,1600,1600,0,0,0,0,Speed Up
1460,-2.383346,0.6524593,218.7808,358.2664,179.6224,0.000147068,0.9537821,0,1,0,25.53221,25.52546,187.8396,190.0236,0,0,1600,1600,0,0,0,0,Speed Up
1480,-2.38321,0.6522643,218.7602,358.1294,179.6225,0.000154397,1.045516,0,1,0,27.66738,27.66167,202.599,204.7713,0,0,1600,1600,0,0,0,0,Speed Up
1500,-2.383063,0.6520503,218.7377,358.0098,179.6227,0.000155401,1.138032,0,1,0,29.79784,29.79297,216.3231,218.4837,0,0,1600,1600,0,0,0,0,Speed Up
1520,-2.382903,0.651827,218.7133,357.9089,179.6228,0.000151072,1.23112,0,1,0,31.92665,31.92248,229.2122,231.3608,0,0,1600,1600,0,0,0,0,Speed Up
1540,-2.38273,0.6516043,218.687,357.8275,179.6229,0.000142067,1.324568,0,1,0,34.05635,34.05274,241.4704,243.6065,0,0,1600,1600,0,0,0,0,Speed Up
1560,-2.382544,0.6513916,218.6587,357.7656,179.623,0.000128792,1.418172,0,1,0,36.18887,36.18573,253.294,255.4177,0,0,1600,1600,0,0,0,0,Speed Up
1580,-2.382346,0.6511974,218.6286,357.7229,179.6231,0.000112597,1.511737,0,1,0,38.32562,38.32291,264.8712,266.9818,0,0,1600,1600,0,0,0,0,Speed Up
1600,-2.382136,0.6510288,218.5966,357.6987,179.6231,9.45E-05,1.605077,0,1,0,40.46746,40.46508,276.3795,278.4768,0,0,1600,1600,0,0,0,0,Speed Up
1620,-2.381913,0.6508916,218.5626,357.6916,179.6232,7.49E-05,1.698028,0,1,0,42.61469,42.61261,287.9786,290.0625,0,0,1600,1600,0,0,0,0,Speed Up
1640,-2.381678,0.6507897,218.5268,357.7001,179.6233,5.50E-05,1.790442,0,1,0,44.76725,44.76543,299.8093,301.8789,0,0,1600,1600,0,0,0,0,Speed Up
1660,-2.381431,0.6507253,218.4891,357.7225,179.6233,3.55E-05,1.882192,0,1,0,46.92465,46.92305,311.9921,314.0476,0,0,1600,1600,0,0,0,0,Speed Up
1680,-2.381171,0.6506989,218.4496,357.7568,179.6233,1.71E-05,1.973176,0,1,0,49.08623,49.08483,324.6237,326.6648,0,0,1600,1600,0,0,0,0,Speed Up
1700,-2.380899,0.6507094,218.4082,357.801,179.6234,1.84E-07,2.063318,0,1,0,51.25109,51.24987,337.7778,339.8041,0,0,1600,1600,0,0,0,0,Speed Up
1720,-2.380616,0.6507542,218.365,357.8529,179.6234,-1.51E-05,2.152559,0,1,0,53.41821,53.41712,351.5053,353.517,0,0,1600,1600,0,0,0,0,Speed Up
1740,-2.380321,0.6508293,218.3201,357.9105,179.6234,-2.84E-05,2.24087,0,1,0,55.58651,55.58555,365.8348,367.8316,0,0,1600,1600,0,0,0,0,Speed Up
1760,-2.380014,0.6509302,218.2734,357.9717,179.6235,-3.94E-05,2.328243,0,1,0,57.75494,57.7541,380.7713,382.7535,0,0,1600,1600,0,0,0,0,Speed Up
1780,-2.379696,0.6510513,218.225,358.0347,179.6235,-4.75E-05,2.414689,0,1,0,59.92239,59.92166,396.3028,398.2699,0,0,1600,1600,0,0,0,0,Speed Up
1800,-2.379366,0.6511867,218.1748,358.0976,179.6235,-5.30E-05,2.50024,0,1,0,62.08791,62.08727,412.3964,414.3487,0,0,1600,1600,0,0,0,0,Speed Up
1820,-2.379026,0.6513307,218.123,358.1589,179.6235,-5.65E-05,2.584945,0,1,0,64.25059,64.25001,429.0054,430.9432,0,0,1600,1600,0,0,0,0,Speed Up
1840,-2.378675,0.6514774,218.0695,358.2171,179.6235,-5.76E-05,2.668865,0,1,0,66.40954,66.40903,446.0705,447.9937,0,0,1600,1600,0,0,0,0,Speed Up
1860,-2.378312,0.6516215,218.0143,358.2712,179.6235,-5.69E-05,2.752071,0,1,0,68.56407,68.56361,463.5225,465.4316,0,0,1600,1600,0,0,0,0,Speed Up
1880,-2.377939,0.6517581,217.9575,358.32,179.6236,-5.46E-05,2.834645,0,1,0,70.71356,70.71316,481.2828,483.1778,0,0,1600,1600,0,0,0,0,Speed Up
1900,-2.377555,0.6518832,217.8991,358.3629,179.6236,-5.07E-05,2.916673,0,1,0,72.85746,72.8571,499.2713,501.1524,0,0,1600,1600,0,0,0,0,Speed Up
1920,-2.377161,0.6519935,217.8391,358.3994,179.6236,-4.61E-05,2.998241,0,1,0,74.99533,74.995,517.4047,519.2722,0,0,1600,1600,0,0,0,0,Speed Up
1940,-2.376756,0.6520866,217.7774,358.4291,179.6236,-4.04E-05,3.079437,0,1,0,77.12679,77.12649,535.6012,537.4553,0,0,1600,1600,0,0,0,0,Speed Up
1960,-2.37634,0.6521609,217.7142,358.452,179.6236,-3.42E-05,3.160344,0,1,0,79.25159,79.25132,553.7818,555.623,0,0,1600,1600,0,0,0,0,Speed Up
1980,-2.375914,0.6522157,217.6493,358.468,179.6236,-2.81E-05,3.241043,0,1,0,81.36951,81.36926,571.8709,573.6994,0,0,1600,1600,0,0,0,0,Speed Up
2000,-2.375477,0.652251,217.5829,358.4775,179.6236,-2.16E-05,3.321605,0,1,0,83.48048,83.48026,589.8033,591.6189,0,0,1600,1600,0,0,0,0,Speed Up
2020,-2.37503,0.6522675,217.5148,358.4808,179.6236,-1.52E-05,3.402093,0,1,0,85.58437,85.58415,607.5186,609.3217,0,0,1600,1600,0,0,0,0,Speed Up
2040,-2.374573,0.6522666,217.4452,358.4785,179.6236,-9.51E-06,3.482566,0,1,0,87.68121,87.68099,624.9651,626.7559,0,0,1600,1600,0,0,0,0,Speed Up
2060,-2.374104,0.6522501,217.3739,358.4711,179.6236,-4.25E-06,3.563065,0,1,0,89.77097,89.77077,642.1038,643.8824,0,0,1600,1600,0,0,0,0,Speed Up
2080,-2.373626,0.6522199,217.3011,358.4593,179.6236,2.79E-07,3.643627,0,1,0,91.85381,91.85361,658.9012,660.6677,0,0,1600,1600,0,0,0,0,Speed Up
2100,-2.373137,0.6521786,217.2266,358.4438,179.6236,4.34E-06,3.724281,0,1,0,93.92986,93.92969,675.3339,677.0884,0,0,1600,1600,0,0,0,0,Speed Up
2120,-2.372637,0.6521288,217.1506,358.4254,179.6236,7.51E-06,3.80504,0,1,0,95.99925,95.9991,691.3903,693.1332,0,0,1600,1600,0,0,0,0,Speed Up
2140,-2.372127,0.6520727,217.0729,358.4049,179.6237,1.01E-05,3.885911,0,1,0,98.06222,98.06207,707.0664,708.7977,0,0,1600,1600,0,0,0,0,Speed Up
2160,-2.371606,0.6520131,216.9936,358.383,179.6237,1.19E-05,3.966892,0,1,0,100.1189,100.1188,722.366,724.0855,0,0,1600,1600,0,0,0,0,Speed Up
2180,-2.371074,0.651952,216.9127,358.3603,179.6237,1.31E-05,4.047984,0,1,0,102.1622,102.162,737.3001,739.008,0,0,1600,1600,0,0,0,0,Speed Up
2200,-2.370533,0.6518916,216.8302,358.3375,179.6237,1.34E-05,4.129173,0,1,0,104.1916,104.1914,751.8842,753.5807,0,0,1600,1600,0,0,0,0,Speed Up
2220,-2.36998,0.6518338,216.746,358.3153,179.6237,1.32E-05,4.210426,0,1,0,106.2145,106.2144,766.1418,767.8267,0,0,1600,1600,0,0,0,0,Speed Up
2240,-2.369416,0.6517801,216.6602,358.2942,179.6237,1.19E-05,4.291719,0,1,0,108.2314,108.2313,780.0978,781.7717,0,0,1600,1600,0,0,0,0,Speed Up
2260,-2.368842,0.6517316,216.5728,358.2745,179.6237,1.01E-05,4.373026,0,1,0,110.2426,110.2425,793.7812,795.4437,0,0,1600,1600,0,0,0,0,Speed Up
2280,-2.368257,0.6516894,216.4837,358.2567,179.6237,8.36E-06,4.454313,0,1,0,112.2483,112.2481,807.2233,808.8745,0,0,1600,1600,0,0,0,0,Speed Up
2300,-2.367661,0.651654,216.3931,358.2411,179.6237,6.37E-06,4.53555,0,1,0,114.2486,114.2485,820.4544,822.0943,0,0,1600,1600,0,0,0,0,Speed Up
2320,-2.367055,0.6516258,216.3008,358.228,179.6237,3.85E-06,4.616704,0,1,0,116.244,116.2439,833.5072,835.136,0,0,1600,1600,0,0,0,0,Speed Up
2340,-2.366438,0.6516049,216.2068,358.2173,179.6237,1.52E-06,4.697745,0,1,0,118.2345,118.2344,846.4124,848.0297,0,0,1600,1600,0,0,0,0,Speed Up
2360,-2.365811,0.6515911,216.1113,358.2091,179.6237,-7.80E-07,4.778641,0,1,0,120.2204,120.2203,859.1999,860.8062,0,0,1600,1600,0,0,0,0,Speed Up
2380,-2.365172,0.6515839,216.0141,358.2035,179.6237,-2.67E-06,4.859366,0,1,0,122.2017,122.2016,871.8967,873.4916,0,0,1600,1600,0,0,0,0,Speed Up
2400,-2.364523,0.6515828,215.9153,358.2003,179.6237,-4.64E-06,4.939896,0,1,0,124.1786,124.1785,884.5263,886.1102,0,0,1600,1600,0,0,0,0,Speed Up
2420,-2.363864,0.6515873,215.8149,358.1995,179.6237,-6.43E-06,5.020207,0,1,0,126.1541,126.154,897.1104,898.6835,0,0,1600,1600,0,0,0,0,Speed Up
2440,-2.363194,0.651863,215.7129,358.1967,179.6237,-7.82E-06,5.104163,0,1,0,128.0627,128.0627,906.0375,907.5998,0,0,1600,1600,0,0,0,0,Speed Up
2460,-2.362513,0.6521301,215.6092,358.1967,179.6237,-9.26E-06,5.18372,0,1,0,130.2847,130.2846,918.5579,920.1096,0,0,1600,1600,0,0,0,0,Speed Up
2480,-2.361821,0.6523758,215.5039,358.1991,179.6237,-1.02E-05,5.26352,0,1,0,131.8687,131.8686,931.2307,932.7717,0,0,1600,1600,0,0,0,0,Speed Up
2500,-2.36112,0.6525903,215.3971,358.2044,179.6237,-1.08E-05,5.341964,0,1,0,134.3622,134.3622,944.0255,945.5555,0,0,1600,1600,0,0,0,0,Speed Up
2520,-2.360407,0.6527671,215.2886,358.2112,179.6237,-1.14E-05,5.421395,0,1,0,135.5505,135.5503,956.9365,851.6012,0,0,1600,0,0,0,0,0,Speed Up
2540,-2.359685,0.6529024,215.1786,358.2207,179.6237,-1.16E-05,5.498595,0,1,0,138.5372,138.5372,863.056,865.3123,0,0,0,1600,0,0,0,0,Speed Up
2560,-2.358952,0.6529953,215.067,358.2306,179.6237,-1.18E-05,5.578034,0,1,0,139.0812,139.0811,876.8457,879.0862,0,0,1600,1600,0,0,0,0,Speed Up
2580,-2.358209,0.6530473,214.9539,358.2427,179.6237,-1.18E-05,5.653794,0,1,0,142.8684,142.8685,890.6222,892.8474,0,0,1600,1600,0,0,0,0,Speed Up
2600,-2.357456,0.6530617,214.8393,358.2537,179.6237,-1.15E-05,5.733714,0,1,0,142.4353,142.435,904.4203,906.6299,0,0,1600,1600,0,0,0,0,Speed Up
2620,-2.356693,0.6530436,214.7231,358.2669,179.6237,-1.11E-05,5.807751,0,1,0,147.4059,147.4062,918.1328,920.3269,0,0,1600,1600,0,0,0,0,Speed Up
2640,-2.355919,0.6529988,214.6053,358.2771,179.6237,-1.07E-05,5.888679,0,1,0,145.5958,145.5954,931.8396,934.0186,0,0,1600,1600,0,0,0,0,Speed Up
2660,-2.355136,0.6529339,214.486,358.2899,179.6237,-1.02E-05,5.960649,0,1,0,152.1768,152.1772,945.3892,947.5532,0,0,1600,1600,0,0,0,0,Speed Up
2680,-2.354342,0.6528555,214.3652,358.2975,179.6237,-9.50E-06,6.043169,0,1,0,148.5188,148.5183,852.0714,854.2203,0,0,0,0,0,0,0,0,Speed Up
2700,-2.353539,0.6527699,214.2429,358.3087,179.6237,-8.84E-06,6.112599,0,1,0,157.2332,157.2338,866.1337,868.2678,0,0,1600,1600,0,0,0,0,Speed Up
2720,-2.352725,0.6526828,214.1189,358.3124,179.6237,-8.10E-06,6.197376,0,1,0,151.1459,151.1451,880.197,882.3162,0,0,1600,1600,0,0,0,0,Speed Up
2740,-2.351902,0.6525993,213.9936,358.3215,179.6237,-7.26E-06,6.263643,0,1,0,162.6344,162.6353,893.9689,896.0734,0,0,1600,1600,0,0,0,0,Speed Up
2760,-2.351068,0.6525235,213.8666,358.3208,179.6237,-7.18E-06,6.351443,0,1,0,153.42,153.4189,907.7828,909.8733,0,0,1600,1600,0,0,0,0,Speed Up
2780,-2.350225,0.6524581,213.7383,358.3279,179.6237,-6.90E-06,6.413791,0,1,0,168.4284,168.4298,921.2407,923.3166,0,0,1600,1600,0,0,0,0,Speed Up
2800,-2.349371,0.6524053,213.6082,358.3223,179.6237,-6.68E-06,6.505438,0,1,0,155.3097,155.308,934.8057,936.8673,0,0,1600,1600,0,0,0,0,Speed Up
2820,-2.348509,0.6523659,213.4769,358.328,179.6237,-6.01E-06,6.563057,0,1,0,174.6176,174.62,947.9417,843.1341,0,0,1600,0,0,0,0,0,Speed Up
2840,-2.347634,0.6523402,213.3438,358.318,179.6237,-5.72E-06,6.659325,0,1,0,156.8549,156.8522,854.4161,857.1967,0,0,0,1600,0,0,0,0,Speed Up
2860,-2.346752,0.652327,213.2095,358.3231,179.6237,-5.27E-06,6.711548,0,1,0,181.0961,181.0998,867.9801,870.7413,0,0,1600,1600,0,0,0,0,Speed Up
