Timestamp,Position_X,Position_Y,Position_Z,Rotation_X,Rotation_Y,Rotation_Z,Speed,Steering_Input,Throttle_Input,Brake_Input,WheelRPM_FL,WheelRPM_FR,WheelRPM_RL,WheelRPM_RR,MotorTorque_FL,MotorTorque_FR,MotorTorque_RL,MotorTorque_RR,BrakeTorque_FL,BrakeTorque_FR,BrakeTorque_RL,BrakeTorque_RR,Action
216200,121.7035,0.6538572,111.668,0.09011111,179.6752,359.9938,19.82199,0,0,0,499.5902,499.5807,499.79,499.7799,0,0,0,0,0,0,0,0,Maintain Speed
216220,121.7056,0.6538328,111.2725,0.07980545,179.6756,359.9942,19.77735,0,0,0,498.4572,498.4479,498.6626,498.6528,0,0,0,0,0,0,0,0,Maintain Speed
216240,121.7077,0.6538122,110.8779,0.07106768,179.676,-0.005410734,19.73282,0,0,0,497.3239,497.3147,497.5334,497.5237,0,0,0,0,0,0,0,0,Maintain Speed
216260,121.7098,0.6537961,110.4841,0.06404189,179.6763,-0.00505002,19.68839,0,0,0,496.1912,496.1823,496.4032,496.3937,0,0,0,0,0,0,0,0,Maintain Speed
216280,121.7119,0.6537844,110.0912,0.05879428,179.6767,-0.00470345,19.64407,0,0.0458118,0,495.06,495.0512,495.2731,495.2638,0,0,0,0,0,0,0,0,Maintain Speed
216300,121.714,0.6537773,109.6993,0.05530822,179.677,-0.004372168,19.59986,0,0.1048587,0,493.9312,493.9224,498.9965,498.9872,0,0,72.8376,72.8376,0,0,0,0,Maintain Speed
216320,121.716,0.6537745,109.3081,0.05036029,179.6774,-0.004058082,19.5603,0,0.162591,0,492.8056,492.797,508.9046,508.8914,0,0,230.248,230.248,0,0,0,0,Maintain Speed
216340,121.7181,0.6537753,108.9175,0.03700281,179.6777,-0.003761871,19.53133,0,0.2292453,0,491.807,491.7987,519.0921,519.0701,0,0,386.1248,386.1248,0,0,0,0,Maintain Speed
216360,121.7202,0.6537781,108.5273,0.009137677,179.678,-0.003485104,19.51328,0,0.2895882,0,491.1103,491.1025,530.1325,530.103,0,0,558.0952,558.0952,0,0,0,0,Maintain Speed
216380,121.7223,0.6537803,108.1373,359.9612,179.6783,-0.003227568,19.50704,0,0.3464295,0,490.7351,490.7278,540.3126,540.2763,0,0,717.8496,717.8496,0,0,0,0,Maintain Speed
216400,121.7244,0.6537787,107.7472,359.8898,179.6786,-0.0029887,19.51159,0,0.40272,0,490.69,490.6832,550.2159,550.1749,0,0,872.3585,872.3585,0,0,0,0,Speed Up
216420,121.7265,0.6537692,107.3569,359.7928,179.6789,-0.002767989,19.52659,0,0.4654839,0,490.9301,490.9236,560.1117,560.067,0,0,1025.622,1025.622,0,0,0,0,Speed Up
216440,121.7287,0.6537477,106.9661,359.6693,179.6792,-0.002564346,19.55198,0,0.5258979,0,491.4219,491.4156,571.096,571.0479,0,0,1194.278,1194.278,0,0,0,0,Speed Up
216460,121.7308,0.6537094,106.5747,359.5188,179.6795,-0.002376558,19.58882,0,0.5850249,0,492.1427,492.1366,581.4629,581.4113,0,0,1352.372,1352.372,0,0,0,0,Speed Up
216480,121.7329,0.6536499,106.1823,359.342,179.6798,-0.002203238,19.63635,0,0.6482313,0,493.0978,493.0918,591.98,591.9261,0,0,1511.856,1511.856,0,0,0,0,Speed Up
216500,121.735,0.6535649,105.7889,359.1407,179.6801,-0.002042614,19.69469,0,0.7062073,0,494.2556,494.2497,597.7969,597.7415,0,0,1600,1600,0,0,0,0,Speed Up
216520,121.7372,0.6534506,105.3942,358.92,179.6804,-0.001893133,19.75932,0,0.762867,0,495.5987,495.5929,597.3115,597.2574,0,0,1600,1600,0,0,0,0,Speed Up
216540,121.7393,0.6533045,104.9982,358.6898,179.6807,-0.001753335,19.82427,0,0.827665,0,497.0232,497.0173,596.3244,596.2745,0,0,1600,1600,0,0,0,0,Speed Up
216560,121.7415,0.6531262,104.6009,358.4593,179.6811,-0.001621463,19.88895,0,0.8839498,0,498.3956,498.3894,595.5084,595.4648,0,0,1600,1600,0,0,0,0,Speed Up
216580,121.7437,0.652918,104.2023,358.237,179.6814,-0.001496005,19.95331,0,0.9432157,0,499.685,499.6787,594.9561,594.916,0,0,1600,1600,0,0,0,0,Speed Up
216600,121.7459,0.6526842,103.8025,358.03,179.6818,-0.00137551,20.01732,0,1,0,500.8985,500.8918,594.6819,594.6447,0,0,1600,1600,0,0,0,0,Speed Up
216620,121.7481,0.6524317,103.4013,357.8442,179.6821,-0.001258827,20.08096,0,1,0,502.055,502.0477,594.6907,594.6576,0,0,1600,1600,0,0,0,0,Speed Up
216640,121.7503,0.6521689,102.9987,357.6841,179.6825,-0.001144081,20.1442,0,1,0,503.177,503.1694,594.9794,594.9474,0,0,1600,1600,0,0,0,0,Speed Up
216660,121.7525,0.6519057,102.5949,357.5525,179.6829,-0.001030869,20.20702,0,1,0,504.2872,504.2791,595.5453,595.5165,0,0,1600,1600,0,0,0,0,Speed Up
216680,121.7547,0.6516529,102.1897,357.4514,179.6832,-0.00091815,20.26941,0,1,0,505.406,505.3974,596.3828,596.3555,0,0,1600,1600,0,0,0,0,Speed Up
216700,121.7569,0.651421,101.7832,357.381,179.6836,-0.000805251,20.33136,0,1,0,506.5504,506.5414,597.4856,597.4601,0,0,1600,1600,0,0,0,0,Speed Up
216720,121.7592,0.6512198,101.3755,357.3406,179.684,-0.000692252,20.39285,0,1,0,507.7332,507.7236,598.8446,598.8204,0,0,1600,1600,0,0,0,0,Speed Up
216740,121.7614,0.651058,100.9664,357.3287,179.6844,-0.000580108,20.45389,0,1,0,508.962,508.952,600.4511,600.4292,0,0,1600,1600,0,0,0,0,Speed Up
216760,121.7637,0.650942,100.5561,357.3426,179.6847,-0.000468566,20.51448,0,1,0,510.2408,510.2302,602.2923,602.2728,0,0,1600,1600,0,0,0,0,Speed Up
216780,121.7659,0.6508762,100.1446,357.3792,179.6851,-0.000358054,20.57465,0,1,0,511.5692,511.5582,604.3513,604.3331,0,0,1600,1600,0,0,0,0,Speed Up
216800,121.7682,0.6508626,99.73175,357.435,179.6855,-0.000248772,20.63441,0,1,0,512.9445,512.9332,606.6096,606.5939,0,0,1600,1600,0,0,0,0,Speed Up
216820,121.7705,0.6509003,99.31773,357.5059,179.6858,-0.000141976,20.69379,0,1,0,514.363,514.3513,609.0405,609.0278,0,0,1600,1600,0,0,0,0,Speed Up
216840,121.7727,0.6509864,98.9025,357.5879,179.6862,-3.86E-05,20.75284,0,1,0,515.8191,515.8072,611.6187,611.6077,0,0,1600,1600,0,0,0,0,Speed Up
216860,121.775,0.6511154,98.48608,357.6771,179.6865,6.04E-05,20.81158,0,0.94758,0,517.3079,517.2958,614.3089,614.3004,0,0,1600,1600,0,0,0,0,Speed Up
216880,121.7773,0.6512802,98.06848,357.7696,179.6868,0.000154818,20.87007,0,0.8838285,0,518.8239,518.8118,611.8124,611.8065,0,0,1521.177,1521.177,0,0,0,0,Speed Up
216900,121.7796,0.6514727,97.64982,357.866,179.6871,0.000242516,20.92272,0,0.8224599,0,520.3624,520.3503,603.1956,603.1903,0,0,1348.87,1348.87,0,0,0,0,Speed Up
216920,121.7819,0.6516848,97.23033,357.9714,179.6874,0.000323253,20.9631,0,0.7603818,0,521.8204,521.8085,595.4151,595.411,0,0,1187.098,1187.098,0,0,0,0,Speed Up
216940,121.7842,0.6519095,96.81023,358.0891,179.6877,0.000396752,20.99252,0,0.7080027,0,523.0403,523.0286,586.9979,586.9942,0,0,1019.249,1019.249,0,0,0,0,Speed Up
216960,121.7865,0.6521406,96.38973,358.2218,179.688,0.000462674,21.0106,0,0.6459831,0,523.9842,523.9727,580.1479,580.1448,0,0,878.2041,878.2041,0,0,0,0,Speed Up
216980,121.7888,0.6523731,95.96902,358.3695,179.6883,0.000520521,21.0196,0,0.5863392,0,524.6306,524.6194,571.366,571.3631,0,0,716.1793,716.1793,0,0,0,0,Speed Up
217000,121.7911,0.652603,95.54832,358.5332,179.6886,0.000570477,21.01775,0,0.5228547,0,525.0165,525.0059,562.2823,562.2784,0,0,553.5193,553.5193,0,0,0,0,Maintain Speed
217020,121.7934,0.6528275,95.12782,358.7127,179.6888,0.000612865,21.00539,0,0.4632321,0,525.1196,525.1096,552.369,552.3646,0,0,387.1297,387.1297,0,0,0,0,Maintain Speed
217040,121.7957,0.6530443,94.70776,358.9071,179.689,0.000648049,20.98241,0,0.4028679,0,524.9402,524.9305,542.0936,542.0886,0,0,225.7057,225.7057,0,0,0,0,Maintain Speed
217060,121.798,0.6532522,94.28832,359.115,179.6893,0.000676165,20.94942,0,0.3322214,0,524.4767,524.4675,531.0093,531.0034,0,0,65.73051,65.73051,0,0,0,0,Maintain Speed
217080,121.8003,0.6534501,93.86972,359.3338,179.6895,0.00069812,20.90676,0,0.282797,0,523.7456,523.7369,525.0799,525.0727,0,0,0,0,0,0,0,0,Maintain Speed
217100,121.8026,0.6536371,93.45203,359.5569,179.6897,0.000714779,20.86014,0,0.2251433,0,522.7631,522.7547,523.2823,523.2744,0,0,0,0,0,0,0,0,Maintain Speed
217120,121.8049,0.6538121,93.03529,359.7758,179.6899,0.000726934,20.81326,0,0.1626812,0,521.6831,521.6751,521.9207,521.9128,0,0,0,0,0,0,0,0,Maintain Speed
217140,121.8072,0.6539737,92.61952,359.9827,179.6902,0.000735028,20.76632,0,0.1072301,0,520.6428,520.635,520.694,520.6863,0,0,0,0,0,0,0,0,Maintain Speed
217160,121.8094,0.6541201,92.20473,0.1711862,179.6904,0.00074004,20.71932,0,0.04342193,0,519.6688,519.6612,519.5643,519.5566,0,0,0,0,0,0,0,0,Maintain Speed
217180,121.8117,0.6542493,91.79093,0.3362517,179.6906,0.000742577,20.67227,0,0,0,518.754,518.7465,518.5178,518.5102,0,0,0,0,0,0,0,0,Maintain Speed
217200,121.8139,0.6543596,91.37813,0.4743235,179.6908,0.000743611,20.62521,0,0,0,517.8837,517.8763,517.5431,517.5356,0,0,0,0,0,0,0,0,Maintain Speed
217220,121.8162,0.6544493,90.96633,0.583216,179.6909,0.000743669,20.57816,0,0,0,517.0423,517.035,516.6275,516.6201,0,0,0,0,0,0,0,0,Maintain Speed
217240,121.8184,0.6545175,90.55555,0.6620708,179.6912,0.000742891,20.53116,0,0,0,516.2149,516.2077,515.758,515.7506,0,0,0,0,0,0,0,0,Maintain Speed
217260,121.8206,0.6545634,90.14577,0.7112408,179.6913,0.000742863,20.48423,0,0,0,515.3879,515.3807,514.9203,514.913,0,0,0,0,0,0,0,0,Maintain Speed
217280,121.8229,0.654587,89.73698,0.7321436,179.6915,0.000743365,20.4374,0,0,0,514.5491,514.542,514.1,514.0927,0,0,0,0,0,0,0,0,Maintain Speed
217300,121.8251,0.6545888,89.32918,0.7270925,179.6917,0.00074486,20.39069,0,0,0,513.6884,513.6813,513.2826,513.2754,0,0,0,0,0,0,0,0,Maintain Speed
217320,121.8273,0.6545698,88.92236,0.6991112,179.6919,0.000747131,20.34414,0,0,0,512.7975,512.7906,512.4551,512.4479,0,0,0,0,0,0,0,0,Maintain Speed
217340,121.8295,0.6545317,88.51652,0.651743,179.6921,0.000750915,20.29775,0,0,0,511.8708,511.864,511.6054,511.5983,0,0,0,0,0,0,0,0,Maintain Speed
217360,121.8317,0.6544763,88.11163,0.5888621,179.6923,0.000755821,20.25154,0,0,0,510.9043,510.8974,510.7239,510.717,0,0,0,0,0,0,0,0,Maintain Speed
217380,121.8339,0.6544063,87.70769,0.5144946,179.6925,0.000761812,20.20553,0,0,0,509.896,509.8892,509.8037,509.7969,0,0,0,0,0,0,0,0,Maintain Speed
217400,121.8361,0.6543242,87.30467,0.432651,179.6927,0.00076876,20.15971,0,0,0,508.846,508.8393,508.8402,508.8335,0,0,0,0,0,0,0,0,Maintain Speed
217420,121.8383,0.6542331,86.90259,0.3471806,179.6928,0.000776701,20.11409,0,0,0,507.7558,507.7492,507.8312,507.8247,0,0,0,0,0,0,0,0,Maintain Speed
217440,121.8405,0.6541362,86.5014,0.2616445,179.693,0.000785084,20.06866,0,0,0,506.6283,506.6219,506.7773,506.771,0,0,0,0,0,0,0,0,Maintain Speed
217460,121.8426,0.6540366,86.10113,0.179217,179.6932,0.000793997,20.02342,0,0,0,505.4677,505.4615,505.6808,505.6746,0,0,0,0,0,0,0,0,Maintain Speed
217480,121.8448,0.6539377,85.70174,0.1026092,179.6933,0.000802759,19.97835,0,0,0,504.279,504.2728,504.5458,504.5397,0,0,0,0,0,0,0,0,Maintain Speed
217500,121.847,0.6538426,85.30322,0.03401868,179.6935,0.00081114,19.93346,0,0,0,503.0675,503.0615,503.3772,503.3713,0,0,0,0,0,0,0,0,Maintain Speed
217520,121.8491,0.6537543,84.90558,359.9751,179.6936,0.000818606,19.88871,0,0,0,501.839,501.8331,502.181,502.1752,0,0,0,0,0,0,0,0,Maintain Speed
217540,121.8512,0.6536754,84.50881,359.927,179.6938,0.000825199,19.84411,0,0,0,500.5996,500.5938,500.9636,500.958,0,0,0,0,0,0,0,0,Maintain Speed
217560,121.8534,0.6536082,84.1129,359.8903,179.6939,0.000830702,19.79964,0,0,0,499.3549,499.3492,499.7314,499.7259,0,0,0,0,0,0,0,0,Maintain Speed
217580,121.8555,0.6535543,83.71786,359.865,179.6941,0.000834918,19.75528,0,0,0,498.1102,498.1047,498.4906,498.4853,0,0,0,0,0,0,0,0,Maintain Speed
217600,121.8577,0.6535149,83.32367,359.851,179.6942,0.000837441,19.71103,0,0,0,496.8704,496.8651,497.2472,497.2421,0,0,0,0,0,0,0,0,Maintain Speed
217620,121.8598,0.6534907,82.93034,359.8473,179.6943,0.000837898,19.66687,0,0,0,495.64,495.6348,496.0064,496.0015,0,0,0,0,0,0,0,0,Maintain Speed
217640,121.8619,0.6534816,82.53788,359.8531,179.6945,0.000836319,19.6228,0,0,0,494.4223,494.4173,494.7731,494.7682,0,0,0,0,0,0,0,0,Maintain Speed
217660,121.864,0.6534871,82.14628,359.8672,179.6946,0.000833026,19.5788,0,0,0,493.2203,493.2155,493.551,493.5463,0,0,0,0,0,0,0,0,Maintain Speed
217680,121.8661,0.6535059,81.75554,359.8879,179.6947,0.000827657,19.53488,0,0,0,492.0359,492.0313,492.3432,492.3387,0,0,0,0,0,0,0,0,Maintain Speed
217700,121.8682,0.6535366,81.36567,359.9139,179.6948,0.000820793,19.49103,0,0,0,490.8705,490.866,491.1523,491.1479,0,0,0,0,0,0,0,0,Maintain Speed
217720,121.8703,0.6535772,80.97666,359.9436,179.6949,0.000812025,18.95199,0,0,0,489.7245,489.7201,489.9797,489.9755,0,0,0,0,0,0,0,0,Maintain Speed
217740,121.8724,0.6536244,80.59798,359.959,179.695,0.000801495,18.2363,0,0,0,477.8075,477.8056,477.036,477.0344,0,0,0,0,0,0,0,0,Maintain Speed
217760,121.8743,0.6536732,80.23338,359.9524,179.6951,0.000789462,17.45733,0,0,0,459.9809,459.9806,458.605,458.6044,0,0,0,0,0,0,0,0,Maintain Speed
217780,121.8762,0.6537188,79.88428,359.9236,179.6953,0.000775588,16.81273,0,0,0,440.1266,440.1268,438.3439,438.3435,0,0,0,0,0,0,0,0,Maintain Speed
217800,121.878,0.6537566,79.54823,359.8815,179.6953,0.000760767,16.12404,0,0,0,423.7982,423.7976,422.1774,422.1761,0,0,0,0,0,0,0,0,Maintain Speed
217820,121.8797,0.6537831,79.22589,359.8267,179.6954,0.000744168,15.50678,0,0,0,406.1587,406.1585,404.0681,404.0672,0,0,0,0,0,0,0,0,Maintain Speed
217840,121.8814,0.6537962,78.91597,359.7658,179.6955,0.000726025,14.90752,0,0,0,390.5276,390.527,388.5971,388.5957,0,0,0,0,0,0,0,0,Maintain Speed
217860,121.883,0.6537947,78.61802,359.702,179.6956,0.000706703,14.33421,0,0,0,375.1917,375.191,373.0566,373.0554,0,0,0,0,0,0,0,0,Maintain Speed
217880,121.8845,0.6537786,78.33154,359.6388,179.6957,0.000686151,13.71077,0,0,0,360.5274,360.5267,358.4215,358.42,0,0,0,0,0,0,0,0,Maintain Speed
217900,121.886,0.653749,78.05742,359.5757,179.6958,0.000664416,13.21625,0,0,0,344.1859,344.1854,341.521,341.5199,0,0,0,0,0,0,0,0,Maintain Speed
217920,121.8874,0.6537077,77.79337,359.5223,179.6958,0.000641749,12.6841,0,0,0,332.0871,332.086,330.6582,330.6562,0,0,0,0,0,0,0,0,Maintain Speed
217940,121.8888,0.6536577,77.53976,359.4745,179.6959,0.000617995,12.16857,0,0,0,317.8421,317.8418,315.1566,315.1561,0,0,0,0,0,0,0,0,Maintain Speed
217960,121.8901,0.653602,77.29652,359.4367,179.696,0.000593492,11.67301,0,0,0,304.6566,304.6558,303.0453,303.0434,0,0,0,0,0,0,0,0,Maintain Speed
217980,121.8913,0.6535441,77.06313,359.4081,179.696,0.000567943,11.2035,0,0,0,291.7708,291.7703,289.5895,289.5889,0,0,0,0,0,0,0,0,Maintain Speed
218000,121.8925,0.6534873,76.83913,359.3911,179.6961,0.00054184,10.80266,0,0,0,279.7194,279.7186,278.3174,278.3156,0,0,0,0,0,0,0,0,Maintain Speed
218020,121.8937,0.6534346,76.62319,359.3875,179.6961,0.000514919,10.34207,0,0,0,269.8475,269.8466,268.5811,268.5804,0,0,0,0,0,0,0,0,Maintain Speed
218040,121.8948,0.6533896,76.41626,359.3902,179.6962,0.000487796,9.969529,0,0,0,256.685,256.6846,254.5265,254.5254,0,0,0,0,0,0,0,0,Maintain Speed
218060,121.8958,0.6533538,76.21703,359.4086,179.6962,0.000460296,9.559861,0,0,0,248.817,248.8157,249.1159,249.1144,0,0,0,0,0,0,0,0,Maintain Speed
218080,121.8969,0.6533298,76.02563,359.4288,179.6962,0.00043248,9.567434,0,0,0,236.25,236.2498,232.9612,232.9614,0,0,0,0,0,0,0,0,Maintain Speed
218100,121.8979,0.6533175,75.83517,359.4903,179.6963,0.000404553,9.516967,0,0,0,244.4049,244.4017,251.1589,251.1538,0,0,0,0,0,0,0,0,Maintain Speed
218120,121.8989,0.6533208,75.6445,359.5433,179.6963,0.000376464,9.52784,0,0,0,236.2586,236.2596,227.5543,227.5596,0,0,0,0,0,0,0,0,Maintain Speed
218140,121.8999,0.6533396,75.4549,359.6347,179.6964,0.00034863,9.470137,0,0,0,242.2926,242.2889,254.8343,254.8215,0,0,0,0,0,0,0,0,Maintain Speed
218160,121.9009,0.6533763,75.26492,359.7017,179.6964,0.000321293,9.491396,0,0,0,234.9019,234.9035,220.7223,220.7368,0,0,0,0,0,0,0,0,Maintain Speed
218180,121.9019,0.6534274,75.07631,359.8098,179.6964,0.000294965,9.419005,0,0,0,241.6948,241.6907,261.2698,261.2434,0,0,0,0,0,0,0,0,Maintain Speed
218200,121.9029,0.6534945,74.887,359.8724,179.6964,0.000269718,9.458631,0,0,0,232.4796,232.4823,211.6569,211.685,0,0,0,0,0,0,0,0,Maintain Speed
218220,121.9039,0.6535705,74.69952,359.9868,179.6964,0.000245327,9.362262,0,0,0,242.6336,242.6279,271.6776,271.6301,0,0,0,0,0,0,0,0,Maintain Speed
218240,121.9049,0.6536577,74.51083,0.02891152,179.6965,0.000222903,9.429927,0,0,0,228.5151,228.5206,200.4635,200.5047,0,0,0,0,0,0,0,0,Maintain Speed
218260,121.9059,0.6537453,74.32458,0.1423348,179.6965,0.000201704,9.300156,0,0,0,245.8833,245.8735,285.0306,284.9702,0,0,0,0,0,0,0,0,Maintain Speed
218280,121.9069,0.6538382,74.13651,0.1539111,179.6965,0.00018244,9.402543,0,0,0,221.7926,221.8036,190.9496,190.9814,0,0,0,0,0,0,0,0,Maintain Speed
218300,121.9079,0.6539221,73.95152,0.2594374,179.6965,0.00016484,9.238028,0,0,0,253.0915,253.0736,294.5972,294.5585,0,0,0,0,0,0,0,0,Maintain Speed
218320,121.9089,0.6540058,73.76408,0.2364814,179.6966,0.000149145,9.373945,0,0,0,210.6165,210.6367,187.2069,187.2175,0,0,0,0,0,0,0,0,Maintain Speed
218340,121.9099,0.6540722,73.58035,0.3311084,179.6966,0.000135323,9.17648,0,0,0,266.6306,266.5999,297.4426,297.4273,0,0,0,0,0,0,0,0,Maintain Speed
218360,121.9108,0.6541345,73.39352,0.2703812,179.6966,0.000122622,9.348881,0,0,0,193.9903,194.0178,185.7292,185.7327,0,0,0,0,0,0,0,0,Maintain Speed
218380,121.9118,0.6541733,73.21111,0.3585456,179.6966,0.000111876,9.110841,0,0.030588,0,285.3419,285.3087,299.1662,299.1573,0,0,0,0,0,0,0,0,Maintain Speed
218400,121.9128,0.6542069,73.02488,0.2640729,179.6967,0.000102853,9.32183,0,0.0919935,0,179.001,179.0149,186.7988,186.7999,0,0,32.096,32.096,0,0,0,0,Speed Up
218420,121.9138,0.6542144,72.84351,0.3385211,179.6967,9.51E-05,9.060979,0,0.1468302,0,294.1383,294.1285,311.2083,311.2013,0,0,195.5584,195.5584,0,0,0,0,Maintain Speed
218440,121.9147,0.6542172,72.65784,0.2154303,179.6967,8.85E-05,9.29677,0,0.210576,0,175.9476,175.9492,207.9705,207.9702,0,0,343.0288,343.0288,0,0,0,0,Speed Up
218460,121.9157,0.6541944,72.47614,0.2334648,179.6967,8.32E-05,9.083469,0,0.2666537,0,292.616,292.6117,307.0076,307.0045,0,0,513.1728,513.1728,0,0,0,0,Maintain Speed
218480,121.9167,0.6541639,72.29027,0.06956107,179.6967,7.87E-05,9.311557,0,0.3293186,0,181.6684,181.6711,224.9583,224.9612,0,0,659.668,659.668,0,0,0,0,Speed Up
218500,121.9177,0.6541077,72.10738,0.02073858,179.6967,7.54E-05,9.149944,0,0.3882179,0,287.672,287.6683,306.8287,306.8225,0,0,831.0216,831.0216,0,0,0,0,Maintain Speed
218520,121.9187,0.6540394,71.92052,359.8141,179.6968,7.24E-05,9.365399,0,0.4528061,0,191.8634,191.8654,243.2987,243.3006,0,0,986.1337,986.1337,0,0,0,0,Speed Up
218540,121.9196,0.6539447,71.73557,359.6968,179.6968,7.04E-05,9.260703,0,0.5070477,0,278.9739,278.97,311.7891,311.7857,0,0,1158.198,1158.198,0,0,0,0,Maintain Speed
218560,121.9206,0.6538326,71.54692,359.4526,179.6968,6.86E-05,9.459607,0,0.5694212,0,206.8813,206.8832,261.2937,261.2953,0,0,1304.815,1304.815,0,0,0,0,Speed Up
218580,121.9216,0.6536925,71.35891,359.2691,179.6968,6.69E-05,9.420368,0,0.63045,0,266.3854,266.3814,315.929,315.9263,0,0,1470.292,1470.292,0,0,0,0,Maintain Speed
218600,121.9226,0.6535292,71.16764,358.9991,179.6968,6.56E-05,9.592997,0,0.6935478,0,226.267,226.269,277.7769,277.7786,0,0,1600,1600,0,0,0,0,Speed Up
218620,121.9237,0.6533366,70.97575,358.7624,179.6968,6.39E-05,9.620579,0,0.7508487,0,253.8319,253.8294,309.3261,309.3234,0,0,1600,1600,0,0,0,0,Speed Up
218640,121.9247,0.6531174,70.78129,358.49,179.6969,6.23E-05,9.753318,0,0.8082519,0,242.9772,242.9777,279.3856,279.3885,0,0,1600,1600,0,0,0,0,Speed Up
218660,121.9257,0.6528724,70.58582,358.2572,179.6969,6.05E-05,9.799029,0,0.87097,0,249.9879,249.9871,313.9146,313.9103,0,0,1600,1600,0,0,0,0,Speed Up
218680,121.9268,0.6526066,70.38783,358.009,179.6969,5.89E-05,9.926455,0,0.9263413,0,249.3777,249.3775,278.4115,278.4159,0,0,1600,1600,0,0,0,0,Speed Up
218700,121.9278,0.6523267,70.18896,357.8211,179.6969,5.66E-05,9.964152,0,0.9922823,0,252.9071,252.9066,323.6353,323.6286,0,0,1600,1600,0,0,0,0,Speed Up
218720,121.9289,0.6520405,69.98733,357.6185,179.6969,5.40E-05,10.10408,0,1,0,252.9339,252.9337,275.2655,275.27,0,0,1600,1600,0,0,0,0,Speed Up
218740,121.93,0.6517588,69.78513,357.499,179.6969,5.10E-05,10.12284,0,1,0,256.4696,256.4691,338.0562,338.0492,0,0,1600,1600,0,0,0,0,Speed Up
218760,121.931,0.651491,69.57984,357.3551,179.6969,4.81E-05,10.28023,0,1,0,256.0678,256.0677,273.177,273.1807,0,0,1600,1600,0,0,0,0,Speed Up
218780,121.9321,0.6512492,69.3743,357.3098,179.6969,4.49E-05,10.28212,0,1,0,260.0227,260.0224,351.1533,351.1472,0,0,1600,1600,0,0,0,0,Speed Up
218800,121.9332,0.6510414,69.16547,357.2302,179.6969,4.14E-05,10.45006,0,1,0,259.2223,259.2222,276.2819,276.2825,0,0,1600,1600,0,0,0,0,Speed Up
218820,121.9343,0.6508778,68.95644,357.248,179.6969,3.76E-05,10.44957,0,1,0,263.5587,263.5586,355.7657,355.7646,0,0,1600,1600,0,0,0,0,Maintain Speed
218840,121.9355,0.6507629,68.74417,357.2276,179.6969,3.40E-05,10.61577,0,1,0,262.721,262.7209,282.2045,282.205,0,0,1600,1600,0,0,0,0,Speed Up
218860,121.9366,0.6507023,68.53162,357.2941,179.6969,2.99E-05,10.62036,0,1,0,267.1996,267.1995,356.3517,356.3511,0,0,1600,1600,0,0,0,0,Speed Up
218880,121.9377,0.6506958,68.31599,357.3209,179.6969,2.60E-05,10.7788,0,1,0,266.483,266.483,289.661,289.6613,0,0,1600,1600,0,0,0,0,Speed Up
218900,121.9389,0.6507434,68.09995,357.4194,179.6969,2.21E-05,10.79179,0,1,0,270.9711,270.971,355.4741,355.4736,0,0,1600,1600,0,0,0,0,Speed Up
218920,121.94,0.6508406,67.88103,357.4784,179.6969,1.86E-05,10.93921,0,1,0,270.4663,270.4662,298.6501,298.6508,0,0,1600,1600,0,0,0,0,Speed Up
218940,121.9412,0.6509818,67.66152,357.5912,179.6969,1.53E-05,10.9634,0,1,0,274.8358,274.8358,353.5937,353.5934,0,0,1600,1600,0,0,0,0,Speed Up
218960,121.9424,0.6511595,67.43941,357.6667,179.6969,1.25E-05,11.09731,0,1,0,274.672,274.6719,308.8682,308.8698,0,0,1600,1600,0,0,0,0,Speed Up
218980,121.9436,0.6513643,67.21648,357.7776,179.6969,9.82E-06,11.13436,0,1,0,278.7577,278.7576,351.5386,351.5373,0,0,1600,1600,0,0,0,0,Speed Up
219000,121.9447,0.6515868,66.99123,357.8555,179.6969,7.17E-06,11.25373,0,1,0,279.057,279.0571,319.754,319.7545,0,0,1600,1600,0,0,0,0,Speed Up
219020,121.9459,0.6518166,66.76495,357.952,179.6969,4.84E-06,11.30373,0,1,0,282.7195,282.7196,350.2,350.1995,0,0,1600,1600,0,0,0,0,Speed Up
219040,121.9472,0.6520444,66.53661,358.0209,179.6969,2.91E-06,11.40947,0,1,0,283.5455,283.5456,330.4407,330.4416,0,0,1600,1600,0,0,0,0,Speed Up
219060,121.9484,0.6522608,66.30704,358.095,179.6969,1.02E-06,11.47074,0,1,0,286.7282,286.7282,350.3107,350.3104,0,0,1600,1600,0,0,0,0,Speed Up
219080,121.9496,0.6524583,66.07562,358.1465,179.6969,-5.31E-07,11.56558,0,1,0,288.0458,288.0458,340.0192,340.0198,0,0,1600,1600,0,0,0,0,Speed Up
219100,121.9508,0.6526298,65.84282,358.1946,179.6969,-1.89E-06,11.63515,0,1,0,290.7972,290.7972,352.0817,352.0816,0,0,1600,1600,0,0,0,0,Speed Up
219120,121.9521,0.6527709,65.60831,358.2246,179.6969,-2.74E-06,11.72268,0,1,0,292.4826,292.4827,347.984,347.984,0,0,1600,1600,0,0,0,0,Speed Up
219140,121.9533,0.652878,65.37231,358.2467,179.6969,-3.50E-06,11.79735,0,1,0,294.9193,294.9193,355.1482,355.149,0,0,1600,1600,0,0,0,0,Speed Up
219160,121.9546,0.6529499,65.13468,358.2547,179.6969,-4.51E-06,11.8807,0,1,0,296.8181,296.818,354.4287,354.4289,0,0,1600,1600,0,0,0,0,Speed Up
